fragment	extracted_org	status
a coalition of organizations and associations representing small businesses	a coalition of organizations and associations representing small businesses	parsed
A coalition of organizations including the California Chamber of Commerce and TechNet	California Chamber of Commerce and TechNet	parsed
A coalition of organizations including the sponsor, the Environmental Working Group	Environmental Working Group	parsed
A coalition of organizations involved in local land use and development	a coalition of organizations involved in local land use and development	parsed
a coalition of organizations representing affected licensees including the American Institute of Architects and the California Land Surveyors Association	American Institute of Architects and the California Land Surveyors Association	parsed
A coalition of organizations representing outdoor enthusiasts	a coalition of organizations representing outdoor enthusiasts	parsed
A coalition of organizations representing shared mobility device providers and bicycle enthusiasts	a coalition of organizations representing shared mobility device providers and bicycle enthusiasts	parsed
A coalition of organizations write in support, citing the opinions that	a coalition of organizations	parsed
A coalition of organizations writing	a coalition of organizations	parsed
A coalition of organizations writing in support of the bill state: Currently	a coalition of organizations	parsed
A coalition of organized labor organizations	a coalition of organized labor organizations	parsed
A coalition of over 40 advocacy organizations, including Disability Rights California	Disability Rights California	parsed
A coalition of physician groups	a coalition of physician groups	parsed
A coalition of primarily hunting organizations writes	a coalition of primarily hunting organizations	parsed
A coalition of property owners and management associations that lease residential properties	a coalition of property owners and management associations that lease residential properties	parsed
A coalition of public interest and veterans organizations wrote	a coalition of public interest and veterans organizations	parsed
a coalition of real estate and urban planning organizations	a coalition of real estate and urban planning organizations	parsed
A coalition of retailers	a coalition of retailers	parsed
a coalition of school groups	a coalition of school groups	parsed
A coalition of several dozen organizations	a coalition of several dozen organizations	parsed
a coalition of several organizations representing the business that use consumer arbitration agreements	a coalition of several organizations representing the business that use consumer arbitration agreements	parsed
A coalition of social and economic justice organizations, including Legal Aid at Work	Legal Aid at Work	parsed
a coalition of solar energy businesses and advocacy organizations	a coalition of solar energy businesses and advocacy organizations	parsed
a coalition of stakeholders involved in various aspects of the civil litigation process including deposition reporters	a coalition of stakeholders involved in various aspects of the civil litigation process including deposition reporters	parsed
a coalition of state and local diversity chambers of commerce	a coalition of state and local diversity chambers of commerce	parsed
A coalition of statewide and regional housing associations are	a coalition of statewide and regional housing associations	parsed
a coalition of statewide associations	a coalition of statewide associations	parsed
a coalition of supporters	a coalition of supporters	parsed
a coalition of supporters including Water Agencies	Water Agencies	parsed
A coalition of supporters, including 60 environmental, animal welfare, and community groups	60 environmental, animal welfare, and community groups	parsed
A coalition of supporters, including a prominent Pilot Program participant	a coalition of supporters	parsed
A coalition of supporters, including environmental and animal welfare organizations and community groups	environmental and animal welfare organizations and community groups	parsed
A coalition of supporters, including the bill's sponsor, Common Sense Media	Common Sense Media	parsed
A coalition of supporters, including the bill's sponsor, the Large-Scale Solar Association	Large-Scale Solar Association	parsed
A coalition of supporters, including the California Nonprofit Association	California Nonprofit Association	parsed
A coalition of supporters, including the California Special Districts Association , the California State Association of Counties, the League of California Cities, and others	California Special Districts Association, the California State Association of Counties, the League of California Cities	parsed
A coalition of supporters, including the California Special Districts Association, the California State Association of Counties, the League of California Cities, and others	California Special Districts Association, the California State Association of Counties, the League of California Cities	parsed
A coalition of supporters, including the sponsor of this measure, Three Valleys Municipal Water District	Three Valleys Municipal Water District	parsed
a coalition of taxpayer advocates	a coalition of taxpayer advocates	parsed
A coalition of tenants rights and affordable housing groups	a coalition of tenants rights and affordable housing groups	parsed
A coalition of the California State Association of Counties (CSAC), Urban Counties Caucus (UCC), the Regional Council of Rural	California State Association of Counties (CSAC), Urban Counties Caucus (UCC), the Regional Council of Rural	parsed
A coalition of thirty-one organization	a coalition of thirty-one organizations	parsed
a coalition of tribal governments	a coalition of tribal governments	parsed
a coalition of tribes that includes Agua Caliente Band of Cahuilla Indians	Agua Caliente Band of Cahuilla Indians	parsed
A coalition of veterans organizations wrote	a coalition of veterans organizations	parsed
A coalition of veterans organizations, including the Vietnam Veterans of America-California State Council, is in support and	Vietnam Veterans of America-California State Council	parsed
A coalition of veterans' organizations wrote	a coalition of veterans' organizations	parsed
a coalition of water agencies	a coalition of water agencies	parsed
A coalition of wildlife advocacy organization writing	a coalition of wildlife advocacy organization	parsed
a coalition of women's rights advocates and court users	a coalition of women's rights advocates and court users	parsed
A coalition of worker organizations, including Jobs to Move America	Jobs to Move America	parsed
A coalition representing banks, credit unions, mortgage lenders, and other nonbank lenders	a coalition representing banks, credit unions, mortgage lenders, and other nonbank lenders	parsed
A coalition representing community advocacy organizations, nonprofit community development financial institutions, and research and nonprofit organizations	a coalition representing community advocacy organizations, nonprofit community development financial institutions, and research and nonprofit organizations	parsed
A coalition representing various local governments	various local governments	parsed
A coalition representing various peace officer associations, including the California Fraternal Order of Police, who sponsor the bill	California Fraternal Order of Police	parsed
a committee at their child's school. (Safe and Participatory Public Schools). For Bay Area PLAN members, this is one of the most important	Safe and Participatory Public Schools	parsed
a company that makes plastic trash bags that biodegrade under typical landfill conditions		none_parsed
a company that offers real-time benefit solutions to provide for fully informed prescriptions		none_parsed
a complaint and grievance procedure to address any disputes		none_parsed
a comprehensive assessment and the judicious use of Community Placement		none_parsed
a comprehensive review of each individual's spending plan by a regional centers is necessary to verify that (a) services and		none_parsed
a consequence, the county auditor could not simply shift a		none_parsed
a constitutional right that CACJ	CACJ	parsed
a constitutional right to support the political party of their choice, and to do so by paying others to encourage voters to register with a		none_parsed
a consumer and/or business agree to the electronic transactions		none_parsed
a continuous General Fund appropriation to pay for costs		none_parsed
a contract may need to be terminated. Subsequently		none_parsed
a copy of the hospital's charge description master be made		none_parsed
a country which shares almost none of California's cultural values and has a track record of habitual and horrendous human rights abuses		none_parsed
a critical and justifiable need. However, we have watched in recent years		none_parsed
A critical part of that vision is our		none_parsed
a deductible applies. On balance		none_parsed
a deduction on state taxes is precluded in the bill. The taxpayer has donated $100, received a $60 credit and is		none_parsed
a deep understanding of UDL will result in better		none_parsed
A designated advocate will play a crucial role in providing consistent and tailored		none_parsed
a designee, this unique perspective would be potentially lost		none_parsed
a desperately needed increase in Medi-Cal ambulance funding, and that this		none_parsed
A detailed list of changes between editions is competitive information		none_parsed
a diagnosis that considers all of the underlying physical and medical conditions that can masquerade as a mental disorder		none_parsed
a different subject matter		none_parsed
a direct link is made between mental illness and media and legislation, data and literature do not support these claims.... We have not seen data		none_parsed
a distant location by early the next morning. SAR is an emergency. When		none_parsed
a district to restore an enrollment decline from three		none_parsed
A diverse list of entities, including	a diverse list of entities	parsed
a dozen complaints to the BVNPT over the past five months	BVNPT	parsed
A duly instructed jury is in the best position to decide, after		none_parsed
a fact-finding panel not sooner than 30 days, but not more than 45		none_parsed
a factor that limits a meaningful assessment of this nature. We must		none_parsed
a fair interest rate for the time the government has been holding their money		none_parsed
a fee but rather a tax which must be presented to the electorate and approved with a supermajority vote		none_parsed
a fee to cover the cost of copying the document, CHA	CHA	parsed
a financial statement for the viatical companies that the broker	viatical companies	parsed
a firearm in the commission of the crimes. Three witnesses identified		none_parsed
a fiscal manager, the federal government invoked a rule requiring that DDS	DDS	parsed
a five year period		none_parsed
A group of employer organizations, including the California Chamber of Commerce	California Chamber of Commerce	parsed
a Legislative Analyst report and recommendation on		none_parsed
A lengthy list of gun-related organizations	a lengthy list of gun-related organizations	parsed
A letter from CalPACE, the sponsor	CalPACE	parsed
A letter from the Bioenergy Association of California	Bioenergy Association of California	parsed
A letter from the Board of Supervisors of Imperial County	Board of Supervisors of Imperial County	parsed
A letter from the Clean Power Campaign	Clean Power Campaign	parsed
A letter sent by a coalition of groups, including the California Clean Money Campaign	California Clean Money Campaign	parsed
A letter submitted by a coalition of groups including the California Clean Money Campaign	California Clean Money Campaign	parsed
a lime scent. To gain approval, they claim, products are		none_parsed
a liquor license are not affected by the legislation. The bill includes		none_parsed
A list of entities including the Catholic Conference of Bishops, the CA Partnership to End Domestic Violence, the CA Police	Catholic Conference of Bishops, the CA Partnership to End Domestic Violence, the CA Police	parsed
A list of local law enforcement entities	a list of local law enforcement entities	parsed
a local government can		none_parsed
a long list of advocacy organizations and sponsored by The School Energy Coalition and UndauntedK12	The School Energy Coalition and UndauntedK12	parsed
a long list of business and industry organizations who	a long list of business and industry organizations	parsed
A long list of environmental	a long list of environmental	parsed
a long list of industry	a long list of industry	parsed
a long list of industry groups	a long list of industry groups	parsed
a long list of local government organizations	a long list of local government organizations	parsed
a long list of organizations representing	a long list of organizations representing	parsed
a long list of water import agencies	a long list of water import agencies	parsed
a long list that includes industry group	a long list that includes industry group	parsed
a loss of up to two months in sentence credits, for an inmate or ward to		none_parsed
a major element of the crime of trafficking if the alleged victim is		none_parsed
A majority of		none_parsed
a majority of the money wagered in California would stay in the state for		none_parsed
a majority of the money wagered in California would stay in the state for commissions, purses, breeder's awards, and state		none_parsed
a manufacturer of residential smoke alarms	a manufacturer of residential smoke alarms	parsed
a Medi-Cal plan. Should that consultation be limited to		none_parsed
a medical assistant. The Blood Centers of California are also in	Blood Centers of California	parsed
a mitigated negative declaration, if not a negative declaration. But by		none_parsed
a moratorium on all new benefit mandates until the full		none_parsed
a more efficient and effective use of government resources to		none_parsed
a motorcycle owner to display a readily visible label on their exhaust if		none_parsed
a much better position to determine how much parking their community requires		none_parsed
a much shorter sentence if they never show up to have the device attached		none_parsed
a murder did not actually kill the victim. Many were convicted of felony murder, or for aiding and abetting, because the acted as		none_parsed
a national 501 (c) (3) non-profit organization	a national 501 (c) (3) non-profit organization	parsed
a new felony, which creates additional three-strike exposure		none_parsed
A new law is not required		none_parsed
a new legal entity will contract with the state to perform those duties. At all times		none_parsed
a new mandate on cities when they can least afford it. The League notes	The League	parsed
a new, unprecedented, dangerous and misleading distinction among auto		none_parsed
a non-profit organization dedicated to safety of California ski resorts	a non-profit organization dedicated to safety of California ski resorts	parsed
a number of		none_parsed
a number of affinity organizations	a number of affinity organizations	parsed
A number of associations representing various business	A number of associations representing various business	parsed
A number of business associations	A number of business associations	parsed
A number of business groups	A number of business groups	parsed
A number of businesses across the state	A number of businesses across the state	parsed
A number of commercial fishing groups write that phasing out the GTN fishery will increase the	A number of commercial fishing groups	parsed
a number of community organizations	a number of community organizations	parsed
a number of consumer advocacy and legal aid groups	a number of consumer advocacy and legal aid groups	parsed
a number of consumer protection advocacy organizations	a number of consumer protection advocacy organizations	parsed
A number of Court Reporting Agencies	A number of Court Reporting Agencies	parsed
A number of CSOs	A number of CSOs	parsed
a number of department chairs of ophthalmology, including those at UC hospitals	a number of department chairs of ophthalmology, including those at UC hospitals	parsed
a number of environmental advocacy organizations	a number of environmental advocacy organizations	parsed
a number of environmental and environmental justice organizations	a number of environmental and environmental justice organizations	parsed
A number of environmental and environmental justice organizations have a	A number of environmental and environmental justice organizations	parsed
A number of groups advocating for the homeless and for low-income populations	A number of groups advocating for the homeless and for low-income populations	parsed
A number of groups write	A number of groups	parsed
A number of gun-related organizations, Safari Club	A number of gun-related organizations, Safari Club	parsed
A number of health and behavioral health providers	A number of health and behavioral health providers	parsed
a number of health care provider groups	a number of health care provider groups	parsed
A number of hospital groups and individual hospitals oppose	A number of hospital groups and individual hospitals	parsed
A number of individual cities	A number of individual cities	parsed
A number of individual Counties	A number of individual Counties	parsed
A number of individual hospitals	A number of individual hospitals	parsed
a number of law enforcement organizations	a number of law enforcement organizations	parsed
A number of lending groups and business groups	A number of lending groups and business groups	parsed
A number of nongovernmental organizations and local agencies	A number of nongovernmental organizations and local agencies	parsed
A number of organizations have written in support of this measure	A number of organizations	parsed
a number of organizations representing the financial services and business sector in California	a number of organizations representing the financial services and business sector in California	parsed
A number of organizations that construct or utilize health facilities	A number of organizations that construct or utilize health facilities	parsed
A number of other advocacy groups for HIV-infected individuals	A number of other advocacy groups for HIV-infected individuals	parsed
A number of other health care providers also	A number of other health care providers	parsed
a number of other organizations	a number of other organizations	parsed
A number of other providers and autism and legal advocacy organizations	A number of other providers and autism and legal advocacy organizations	parsed
a number of resident groups from mobilehome parks	a number of resident groups from mobilehome parks	parsed
A number of restaurants from throughout the state	A number of restaurants from throughout the state	parsed
A number of stakeholders writing	A number of stakeholders	parsed
A number of tenant advocacy and mobilehome resident groups voiced their	A number of tenant advocacy and mobilehome resident groups	parsed
a number of tenant advocate groups	a number of tenant advocate groups	parsed
A number of veterinary stakeholders	A number of veterinary stakeholders	parsed
A parent caring for their child will have no child		none_parsed
a parent incarcerated for 91 days will not have to pay any child		none_parsed
a particular patient requires special assistance to apply		none_parsed
a particular person, regardless of their age. It would be		none_parsed
a path to reduce petroleum dependence		none_parsed
a patient with a history of substance use disorder		none_parsed
a person from treatment in lieu of incarceration does not		none_parsed
a person of his/her freedom, use force when appropriate and even take a		none_parsed
a person who has been convicted of a specified sexually		none_parsed
a petition for writ of habeas corpus based on new evidence that		none_parsed
A petition signed by hundreds of California franchisees	hundreds of California franchisees	parsed
a physician. CPA	CPA	parsed
a policyholder- AB 1049 repeats the language of AB 81 and then adds yet another proposed prohibition not in the prior		none_parsed
a precedent I don't wish to establish. Caltrans is instructed to	Caltrans	parsed
a preference, this measure is unnecessary. Furthermore, opponents		none_parsed
a preponderance of evidence, that improvement bonds should be		none_parsed
a privacy rights advocacy organization who	a privacy rights advocacy organization	parsed
a probationary period, during which severance may be		none_parsed
a program for the investigation and removal from distribution		none_parsed
a program that is disproportionately paid for by small ratepayers to		none_parsed
a provision that will weaken the compulsory school		none_parsed
a public hearing. Charter schools are not governed by publicly elected		none_parsed
A recent state Court of Appeal's analysis included that the revival of		none_parsed
A recent study by the Urban Institute observing trends in	Urban Institute	parsed
a recent study by Yale and Rochester Institute of Technology researchers	Yale and Rochester Institute of Technology	parsed
a reduction in healthcare utilization		none_parsed
a report that identifies all employers who employ 25 or more		none_parsed
a request that body parts be returned to families, creating a need for		none_parsed
a rescheduled event includes a canceled occurrence of a recurring event for which the purchaser consumer is offered the opportunity to attend another		none_parsed
a residential neighborhood instead of filling potholes on a thoroughfare		none_parsed
a resolution declaring the board's		none_parsed
a result. The Judicial Council also objects to what it sees as a	The Judicial Council	parsed
a rigorous process for qualifying inert ingredients. They		none_parsed
a robust analysis of where the industry can and cannot use zero-emission alternatives using today's technology		none_parsed
a safer California. To the contrary, we		none_parsed
a safety inspection with the DMV or the California Highway Patrol. It is	California Highway Patrol	parsed
a separate appropriation to provide direct		none_parsed
a service provider (applicant) is unsuitable if it or its corporate affiliate has a member of its Board of Directors		none_parsed
a set period of time, commencing upon the issuance of the court		none_parsed
a several energy industry associations and environmental groups	several energy industry associations and environmental groups	parsed
a significant number of both support and opposition		none_parsed
a significant number of immigrants' rights advocacy organizations	a significant number of immigrants' rights advocacy organizations	parsed
a significant number of jobs in those communities. The League of California Cities	The League of California Cities	parsed
a similarly sized portion (e.g. the amount of fat in a steak or how it is cooked), or even variation of portion size, such as the size of a baked		none_parsed
a small business with 10 full-time		none_parsed
a specific group of providers as a matter of law		none_parsed
a speedier resolution of grievances		none_parsed
A sponsor of the bill, StriveTogether	StriveTogether	parsed
a state agency such as the Department of Justice or	Department of Justice	parsed
a state that has nearly 40 million residents. (f) According to data from the State Department of Public Health	State Department of Public Health	parsed
"a statewide problem."" TPUD indicates that it has not received complaints"	TPUD	parsed
a Stimulus Equivalence Paradigm to Children with Degenerative Visual		none_parsed
a students right t o request confidentiality when		none_parsed
a sufficient number of jurors to meet this new demand. Moreover, trying		none_parsed
a support if amended position		none_parsed
a support obligor may request a hearing to modify child		none_parsed
A supporter of the bill, the California Alliance of Child and Family Services	California Alliance of Child and Family Services	parsed
A supporter of the bill, the San Francisco Long-Term Care Ombudsman Program	San Francisco Long-Term Care Ombudsman Program	parsed
a supportive factor. Another updating is overdue to accomplish the same		none_parsed
a sweeping coalition of business advocates including the California Chamber of Commerce	California Chamber of Commerce	parsed
a system of receiving, reviewing, and acting on provider		none_parsed
a theatrical or operatic performance		none_parsed
a third-party administrator		none_parsed
a ticket at a specific price or within a specific price range		none_parsed
a ticket resale marketplace is confirming that the ticket is being sold in compliance with all applicable state laws. (b) A ticket resale marketplace		none_parsed
a ticket reseller		none_parsed
a total of $14.6 million (approximately $1.5 million per year) in state		none_parsed
a trucking company and an airport		none_parsed
a unique coalition of organizations representing probation officers	a unique coalition of organizations representing probation officers	parsed
a US Government Accountability Office Report 'Youth with Autism	US Government Accountability Office	parsed
a utilization review organization	a utilization review organization	parsed
A varied collection of organizations write	A varied collection of organizations	parsed
A variety of business and industry group oppose AB 589. These groups cite duplicative criminal penalties and burdens on employers as reasons for their opposition	A variety of business and industry group	parsed
A variety of environmental organizations write	A variety of environmental organizations	parsed
A variety of healthcare interests	A variety of healthcare interests	parsed
a variety of labor and food access organizations	a variety of labor and food access organizations	parsed
A version of this proposal is proposed by the Governor	the Governor	parsed
a veteran was held in contempt for failing to pay his child		none_parsed
a viable solution to the problem of telephone number scarcity		none_parsed
a victim under the age of 16 from serving as an employee or		none_parsed
a ward's parole consideration date. Time adds, as they are known, are a		none_parsed
A warm and informed connection to confidential advocacy services will allow survivors to address their many different safety needs - from emergency housing to legal		none_parsed
a weekly basis, using a threshold of 360 hours per quarter to separate full		none_parsed
a whole and shifting sidewalk repair responsibilities will likely result		none_parsed
a wide array of EMS system stakeholders	a wide array of EMS system stakeholders	parsed
a wide coalition of developers and affordable housing advocates	a wide coalition of developers and affordable housing advocates	parsed
a wide coalition of nonprofit organizations	a wide coalition of nonprofit organizations	parsed
a wide coalition of safety net providers	a wide coalition of safety net providers	parsed
a wide range of tasks in order to be eligible for		none_parsed
a wide variety of both state and federal loan repayment programs in addition to employer-based recruitment and retention incentives		none_parsed
a wide variety of industry organizations	a wide variety of industry organizations	parsed
a) $239,011 (bond proceeds) to the City of St. Helena for a grant payment	City of St. Helena	parsed
a) $245,438 for the City of Hermosa Beach, which had spent	City of Hermosa Beach	parsed
a) A defendant with one strike who commits any felony must be sentenced		none_parsed
a) According to the California Habeas Project, a coalition formed to	California Habeas Project	parsed
a) across those jurisdictions to designate staff or contract resources		none_parsed
a) Administrative burden: There are more than 4,500 textbook publishers		none_parsed
"a) Attorney General Bill Lockyer states, ""?there is no"	Attorney General Bill Lockyer	parsed
"a) Attorney General Bill Lockyer states, ""There is no"	Attorney General Bill Lockyer	parsed
"a) CA District Attorneys Association: ""Existing law properly recognizes"	CA District Attorneys Association	parsed
"a) California Attorneys for Criminal Justice state, ""[S]etting aside real"	California Attorneys for Criminal Justice	parsed
a) California-based retail businesses are losing $4.1 billion annually in		none_parsed
a) Current law (Penal Code Sec 851.8(i) makes a finding of factual		none_parsed
a) During a Board of Equalization (BOE) audit of a claimant, a waiver	Board of Equalization	parsed
a) effective limits on sharing unproven gang allegations with federal immigration enforcement agencies		none_parsed
A) Eligible providers: SB 92 proposes to expand the types of eligible providers for HFP, whereas SB 112		none_parsed
a) Engineers, architects, doctors, nurses, medical specialists, and researchers		none_parsed
a) For violations of the Alcoholic Beverage Control Act, from 1 to 5 years in state prison to 16 months, 2 or 3 years		none_parsed
a) How the existing governance options in the bill will affect its usefulness		none_parsed
"a) Human Rights Watch: ""As one of the world's leading independent"	Human Rights Watch	parsed
a) If the offense involves at least 100 articles, by up to one year in		none_parsed
a) It provides the MBC with the discretion to allow more than two	MBC	parsed
a) It represents an encroachment into the private doctor-patient relationship		none_parsed
a) Makes it a felony, punishable by 16 months, 2, or 3 years in state		none_parsed
a) Makes it an alternative felony/misdemeanor to		none_parsed
a) needlessly expands involuntary care for individuals in a restrictive and confined environment beyond what is allowed in current law		none_parsed
a) Provides a registered sex offender who applies for a		none_parsed
a) Remove all references to the retroactivity of the fertility preservation mandate		none_parsed
a) Stale-dated warrants (expired state checks) - 280 claims for $765,478		none_parsed
a) Taxpayer. The taxpayer donates $100 to the state in the first year and obtains a $60 credit. The taxpayer also deducts $100 as a		none_parsed
"a) The American Civil Liberties Union states, ""We do not"	American Civil Liberties Union	parsed
a) The association was	The association	parsed
a) The attractive credit could lead to significantly increased giving, as		none_parsed
a) The bill stops the soda industry from targeting communities with promotional pricing strategies that make soda cheaper than water		none_parsed
a) The bill would use Restitution Funds for costs not		none_parsed
a) The bill's purported application to wine labeled for sale		none_parsed
a) The board can require water users to fund and perform expensive		none_parsed
"a) The CA State Sheriffs Association: ""Prior to the enactment of SB 159, sheriffs, police chiefs and other public agencies were faced with"	CA State Sheriffs Association	parsed
a) The California Attorneys for Criminal Justice	California Attorneys for Criminal Justice	parsed
a) The California State Association of Counties states	California State Association of Counties	parsed
a) The definition of social networking web site is overly broad and vague. The provisions of the bill requiring DOJ to	DOJ	parsed
a) The exact location of many drinking water wells is announced by		none_parsed
a) The juvenile was 16 years of age or older at the time of the offense		none_parsed
a) The minor has not previously been declared to be a ward of the court		none_parsed
A) The patient resides outside California		none_parsed
a) Two sheriffs or chiefs of police or peace officers		none_parsed
a) Varying interpretations: The opposition	The opposition	parsed
a) Whether it is necessary to provide a single-district		none_parsed
"A. District Attorney's Office, which states, ""SB 1428 updates California's wiretap law to cover new"	District Attorney's Office	parsed
a. Faith-based health services are excluded		none_parsed
a. Insurers could not use inquiries about the scope of coverage to automatically deny renewals, whether the inquiries came from the insurers		none_parsed
a. The bill as proposed to be amended does not define		none_parsed
AAA, writing in support	AAA	parsed
AAI also	AAI	parsed
AAI also requests two other amendments. First, it wishes to	AAI	parsed
AAP is also	AAP	parsed
AB 1005 would help to ensure that more Californians can access		none_parsed
"AB 1036 removes the requirement to seek discovery from trial counsel first and expands the definition of ""discovery materials"" to include exculpatory, mitigating evidence, and jury selection"		none_parsed
AB 1036 removes the requirement to seek discovery from trial counsel first and expands the definition of ″discovery materials″ to include exculpatory, mitigating evidence, and jury selection		none_parsed
AB 1043 marks an important step toward creating a developmentally safe online world that		none_parsed
"AB 1049, Page b. Insurers could not use a single ""no pay"		none_parsed
AB 1053 heads in the right direction, by ensuring that the few wards who		none_parsed
AB 1066 is appropriate and as intended		none_parsed
AB 1076 allows CalABLE to solicit philanthropic	CalABLE	parsed
AB 1085 is essential to keep the promise made by California voters for revenue from Proposition 64		none_parsed
AB 1126 would enact necessary improvements to the California Department of Cannabis Control	California Department of Cannabis Control	parsed
AB 1148 would suspend child		none_parsed
AB 1150 provides a more equitable framework to increase access and		none_parsed
AB 1153, which was held on this committee's Suspense File last year		none_parsed
AB 1207 stifles public discourse on some of the most hotly		none_parsed
AB 1230 will		none_parsed
AB 126 will		none_parsed
AB 1260 would extend those exemptions to rail and help build the critical infrastructure needed		none_parsed
AB 1276 avoids these issues by treating all offenders equally and guaranteeing parole consideration after the defendant has served 25 years		none_parsed
"AB 128 is premature in creating a ""special statute"" for the City of LA. The LAPPL"	The LAPPL	parsed
AB 1296 aligns with LACOE's mission	LACOE	parsed
AB 1304 will provide much-needed		none_parsed
AB 1323 will give each of them		none_parsed
AB 1377 will make sure that		none_parsed
AB 1398 would improve enforcement against bad actors by allowing fraud		none_parsed
AB 1402 utilizes existing technological resources in order to facilitate responsible online commerce that		none_parsed
AB 1417 exacerbates this uncertainty by adding requirements at a time when the offshore wind industry needs state partnership and		none_parsed
AB 1431, Page California Association of Health Underwriters	California Association of Health Underwriters	parsed
AB 1431, Page Western Center on Law and Poverty	Western Center on Law and Poverty	parsed
AB 1524, Page California State Association of Counties	California State Association of Counties	parsed
AB 1565 provides front-end		none_parsed
AB 1575 empowers students and promotes transparency in their		none_parsed
AB 1588 would		none_parsed
AB 1602 provides the financial		none_parsed
AB 1614 - Klehs American Federation of State, County & Municipal Employees	American Federation of State, County & Municipal Employees	parsed
AB 1629 builds on the intelligent, pioneering efforts of the domestic		none_parsed
AB 1653 seeks to establish a coordinated framework to reduce violent crimes committed against Native Americans and remove obstacles associated with investigating and prosecuting said crimes		none_parsed
AB 1673 - Takasugi United Californians for Tax Reform	United Californians for Tax Reform	parsed
AB 1684 helps uplift the needs of informal caregivers who		none_parsed
AB 1719 was held in Committee on Revenue and Taxation		none_parsed
AB 1722, Page American Federation of State, County and Municipal Employees	American Federation of State, County and Municipal Employees	parsed
AB 1747 will reaffirm California's commitment to being at the forefront of the fight against mass deportations of its residents, and will send a powerful message of inclusion across the nation		none_parsed
AB 1759 - Knowles Department of Insurance	Department of Insurance	parsed
AB 1780 sends a strong message the California		none_parsed
AB 1819 would impose new costs on charter schools that already strive to		none_parsed
AB 1850 - Cohn Motion Picture Association of America, Inc	Motion Picture Association of America, Inc	parsed
AB 1890 - Mountjoy Calegislation		none_parsed
AB 190-Negrete McLeod Sexual Assault Victim Services-Orange County	Sexual Assault Victim Services-Orange County	parsed
AB 1972 would expand the CHP's ORCTF		none_parsed
AB 1978 will		none_parsed
AB 1991 would help		none_parsed
AB 1XX Surfrider Foundation	Surfrider Foundation	parsed
AB 2058 would also establish a much-needed technical assistance capacity		none_parsed
AB 2071 will create the necessary incentives and		none_parsed
AB 2073 - Battin University of San Francisco	University of San Francisco	parsed
AB 2076 recognizes that historically marginalized communities need		none_parsed
AB 209 - Maze Service Employees International Union (opposed identical AB 218 (2005))	Service Employees International Union	parsed
AB 2121 builds on the foundation established in SB 57 by ensuring that		none_parsed
AB 2121 will provide critical		none_parsed
AB 2197 creates a new onerous point of sale temporary license plate system that burdens consumers		none_parsed
AB 22 also		none_parsed
AB 2208, Page Equality California	Equality California	parsed
AB 2215, Page JCP Geologists (Fremont, CA)	JCP Geologists (Fremont, CA)	parsed
AB 2250 removes the requirement that HCD inspect the mobilehome		none_parsed
AB 2261, Page St. James Pharmacy	St. James Pharmacy	parsed
AB 2277 - Thompson California Senior Legislature	California Senior Legislature	parsed
AB 2284 is a strong example of how our government can provide resources		none_parsed
AB 2301 would enact the following findings and declarations		none_parsed
AB 2312 because that bill did not address what it		none_parsed
AB 2322 will		none_parsed
AB 236 will		none_parsed
AB 2375 was amended during this committee's hearing last year to		none_parsed
AB 238 ensures critical		none_parsed
AB 2381 is necessary to rectify this technicality which excludes AOC		none_parsed
AB 2384, Page Department of Insurance	Department of Insurance	parsed
AB 2392's annual cap of $12 million will be reached in calendar year 2017		none_parsed
AB 2400 is unnecessary given that current law already requires		none_parsed
AB 2414 - Rainey California Taxpayerso Association	California Taxpayerso Association	parsed
AB 2438 upholds these values and for that the California Democratic Party is proud	California Democratic Party	parsed
AB 2438 would reduce the state's transportation capacity at a time when California's goods movement economy urgently needs the Legislature's undivided		none_parsed
AB 2499 fixes this problem by allowing inmates to obtain credits		none_parsed
AB 2527 makes strides towards ensuring that all incarcerated pregnant individuals are treated with dignity and provided the essential prenatal care		none_parsed
AB 2540 Page 8 The litigation rate is even higher for certain types of		none_parsed
AB 2566 provides the state with an opportunity		none_parsed
AB 2589 aims to effectively combat poverty by delivering meaningful economic		none_parsed
AB 2602 (Lieu), California Mortgage Bankers Association	California Mortgage Bankers Association	parsed
"AB 2616, Page a. The bill states ""the insurer shall pay the provider"		none_parsed
AB 263 - Oropeza Fremont General	Fremont General	parsed
AB 264 (Chan), Page America's Health Insurance Plans - Verified June 6	America's Health Insurance Plans	parsed
AB 2640 - Pringle City of Laguna Hills	City of Laguna Hills	parsed
AB 2640 - Pringle City of Norwalk	City of Norwalk	parsed
AB 2642 is designed to provide this much-needed relief...In recent times, we have seen a concerning rise in efforts to suppress or intimidate voters, both in the United		none_parsed
AB 265 ensures that recovery		none_parsed
AB 2655's approach is narrowly tailored and does not extend the law to hot button controversies or inflammatory		none_parsed
AB 2669 would have also specified similar language requirements for public		none_parsed
AB 2671 - Takasugi Cal-Tax	Cal-Tax	parsed
AB 2743 erodes the authority of local law enforcement to take a proactive		none_parsed
AB 2747 - Wesson California Common Cause	California Common Cause	parsed
AB 2795 - Morrissey California Taxpayers Association	California Taxpayers Association	parsed
AB 2857 - Laird Orange County Board of Supervisors	Orange County Board of Supervisors	parsed
AB 2911, Page California Retailers Association	California Retailers Association	parsed
AB 2924, Page The Governoros Office of Insurance Advisor	The Governoros Office of Insurance Advisor	parsed
AB 3013, California Society of Clinical Social Work	California Society of Clinical Social Work	parsed
